video_id,country,category,days_trending,best_rank,peak_views,peak_likes
pu2ObP74Rvk,GB,Gaming,1,21,310026,10071
pu2ObP74Rvk,IE,Gaming,3,27,541719,13985
pu2ObP74Rvk,US,Gaming,1,12,325398,10274
pu7u12ng2z0,GB,Gaming,1,45,81734,4717
pw1xJqfoSJA,GB,Sports,1,18,127078,3015
pwJRJ40bzBA,IN,Gaming,4,3,4207793,79283
pwLdpAhGpvE,IN,Gaming,1,17,864787,2132
px9AwXq2_lA,IN,Gaming,4,3,5793728,211809
px9YlP7n-N4,IN,Movie/TV Trailer,1,37,36450,2796
pxbEWUjh6E4,GB,Movie/TV Trailer,2,35,678855,33525
pxbEWUjh6E4,US,Movie/TV Trailer,1,20,380255,23444
pxmHb8uL2Rw,IN,Gaming,1,47,296019,1089
pxtQ1oKmhds,GB,Movie/TV Trailer,1,43,33301,969
pymiBl59Kow,GB,Movie/TV Trailer,1,11,114072,3883
pymiBl59Kow,US,Movie/TV Trailer,1,2,122732,4025
pzWE9xOXrbA,IN,Gaming,1,24,1511133,5490
q-0sS4Ql1jI,US,Other,1,43,0,0
q-TngZqHF_I,GB,Movie/TV Trailer,1,2,51234,1933
q-TngZqHF_I,US,Movie/TV Trailer,2,2,76074,2468
q-ZnUPGiljA,IN,Other,1,42,520037,4040
q0HgBvR_G4E,IN,Gaming,1,36,1562371,4878
q13K2ah2B1A,US,Other,1,26,0,0
q1KQN_pZ2zc,GB,Other,1,15,481135,3522
q1KQN_pZ2zc,US,Other,1,15,483954,3545
q1OZDpk-GBs,IN,Other,2,6,2002307,54224
q1TaMnMA4gg,GB,Other,1,33,182421,7756
q1WAxN14tv0,IN,Gaming,1,28,1030374,3824
q21jZaUOa4Q,GB,Movie/TV Trailer,2,26,658958,49477
q2wGtZc9Gf4,GB,Music,1,24,240721,25963
q2wGtZc9Gf4,US,Music,2,12,369949,30362
q2xzq-qRkTs,US,Other,3,27,299968,9548
q3F9dcorlsY,GB,Other,1,23,148434,16336
q3F9dcorlsY,US,Other,1,8,150916,16463
q3RgqVoPJwY,GB,Other,1,40,43368,8899
q3RgqVoPJwY,IN,Other,2,25,668118,31309
q471Cv_o6-4,GB,Other,1,45,178846,5243
q4A1X_hzfVE,GB,Other,1,48,270246,1626
q4LFIDqWddU,US,Other,1,40,296089,11074
q4N6Qm7cJ9c,GB,Other,1,40,191112,110
q4OOAXNwZhM,IN,Gaming,1,25,412507,14432
q4lU1N3oqYQ,GB,Music,2,31,346750,34898
q4lU1N3oqYQ,US,Music,2,16,349890,35071
q5HK8lXE_aE,GB,Music,1,13,1554763,20766
q5HK8lXE_aE,IN,Music,3,4,3710913,58065
q5nsBKvCTPU,US,Music,1,15,35389,1726
q6P2Bbic4mo,US,Other,1,25,6677,1608
q6m3yYe7QSo,IE,Other,1,36,890705,43605
q6m3yYe7QSo,US,Other,1,21,352126,21903
q7E6QEN9Bck,GB,Music,1,49,57559,221
q7MK5ghgl1w,GB,Movie/TV Trailer,1,20,70143,15430
q7MK5ghgl1w,US,Movie/TV Trailer,2,19,305797,31609
q7eCLUxm5b0,US,Other,1,12,191102,9033
q7oEVbldR3s,US,Other,1,14,348585,16156
q7yPiZSikF4,US,Other,2,3,420797,11213
q8QnRcTleS0,US,Sports,1,49,476425,21216
q913ZrsJeug,GB,Reaction,1,26,27235,2299
q913ZrsJeug,US,Reaction,1,26,28817,2358
q99K96INBu8,GB,Music,1,18,230582,942
q9H_Dr9Hxb0,GB,Other,1,45,26871,1421
qBJiqPstD0o,IN,Reaction,1,11,198584,17726
qBYXTjzqutw,GB,Other,1,27,310318,4674
qBYXTjzqutw,US,Other,1,48,316165,4745
qBbWGtnutoY,GB,Movie/TV Trailer,2,5,49020,718
qBfumFLB_Rw,US,Other,2,13,135118,7284
qC7r91fV5Yo,US,Other,1,30,359101,17181
qCCnZbRJKtw,GB,Other,1,47,11703,659
qCfxsJa830I,US,Other,1,29,0,0
qCvsWZAzfxw,GB,Gaming,1,45,161175,4017
qDKDqTAzEKs,IN,Movie/TV Trailer,1,35,3028104,433712
qEJRt7IZWVM,GB,Gaming,1,36,290160,10299
qENUMQ3lKpM,GB,Challenge/Stunt,1,24,241828,7134
qENUMQ3lKpM,IE,Challenge/Stunt,1,42,243265,7154
qENUMQ3lKpM,US,Challenge/Stunt,1,6,252546,7295
qFAGf8Y_xFU,US,Other,1,3,0,0
qFaECwbvF44,GB,Music,1,42,8783,2027
qFvQt_gTjvY,US,Gaming,1,48,172539,9022
qGmgQX9NCAU,GB,Other,1,34,79364,380
qHXzvE_HFv8,US,Sports,1,16,0,0
qI-fxJM8rSM,GB,Movie/TV Trailer,1,32,210569,13931
qI-fxJM8rSM,US,Movie/TV Trailer,1,31,216073,14097
qIPQVdscfac,US,Music,1,29,131221,8356
qIU6nQzu0zo,IN,Other,1,22,105278,575
qIVHRY3IIRk,US,Other,2,36,370273,3011
qJ2XLckOpZo,US,Music,2,21,590834,640
qJBm1n8JUZ8,GB,Music,2,7,198894,21204
qJBm1n8JUZ8,US,Music,2,27,202129,21358
qJl64bIfp34,GB,Other,1,42,203656,3919
qKUW51BOJy8,GB,Other,1,25,178576,27580
qKUW51BOJy8,US,Other,1,19,60406,14970
qKsNKW0FB2g,US,Other,2,1,94165,8929
qLNq-kri44A,IN,Other,1,46,114425,534
qLalJpil7y0,GB,Other,1,24,153585,6267
qMbT7j4mGXM,IN,Sports,1,30,535676,1808
qNJ03-ky1Qg,IN,Gaming,1,44,355809,2215
qNzhiMqtdDU,US,Other,1,46,97391,5894
qORTe1wW3Wg,GB,Movie/TV Trailer,3,2,3676805,96671
qORTe1wW3Wg,IE,Movie/TV Trailer,12,2,4427275,106308
qORTe1wW3Wg,IN,Movie/TV Trailer,3,10,3678714,96686
qORTe1wW3Wg,US,Movie/TV Trailer,3,2,3685972,96796
qPCjT23Ya2s,IN,Music,1,36,282152,15765
qPbrCMDtqaI,GB,Music,1,45,41055,1828
qPl13Un5Ygw,GB,Other,1,21,238169,11219
qPl13Un5Ygw,US,Other,1,40,256546,11744
qQ6bFLZqOFg,GB,Other,1,10,42308,3736
qQDW3L4V3Ko,US,Other,1,30,0,0
qQM4tOKiUAc,GB,Other,1,15,202667,13618
qQM4tOKiUAc,IE,Other,2,30,306342,17636
qRAJowgHqxA,GB,Music,3,1,2145768,192038
qRAJowgHqxA,IE,Music,15,13,7170875,323502
qRAJowgHqxA,US,Music,2,7,1555351,160993
qRNXrz_MyFw,GB,Music,2,16,1111310,82804
qRNXrz_MyFw,US,Music,2,1,1118208,83092
qRWesy9fWfM,IN,Other,1,38,667628,63608
qSGgcw3Yo6U,GB,Music,1,19,163255,18039
qSGgcw3Yo6U,US,Music,1,23,168233,18324
qSinkXC6GBY,IN,Movie/TV Trailer,4,2,1213851,27381
qSjq0JSbz14,GB,Movie/TV Trailer,1,2,996385,55641
qSjq0JSbz14,IE,Movie/TV Trailer,8,8,1308210,61981
qTZbaWh-oZw,US,Other,1,45,103605,12474
qTnoTzy_uoU,IN,Movie/TV Trailer,1,17,264734,9806
qUdaE3clNjw,GB,Gaming,1,37,323551,4819
qUvrghHQsuE,IN,Other,2,21,344492,3232
qVMQxfOaRsc,IN,Other,1,13,103633,461
qVk-tcCqcjY,GB,Movie/TV Trailer,1,11,426709,19710
qVk-tcCqcjY,IE,Movie/TV Trailer,5,41,1090485,34484
qVk-tcCqcjY,IN,Movie/TV Trailer,3,23,919508,32435
qVk-tcCqcjY,US,Movie/TV Trailer,1,11,449454,20469
qWAuh2zvdsI,IN,Other,2,16,732035,2776
qWSGdwHeKD4,GB,Movie/TV Trailer,1,35,312457,13958
qWSGdwHeKD4,IN,Movie/TV Trailer,3,5,527187,19917
qWkP6ouQn1g,GB,Music,1,30,3096,389
qXa5KYwa1zk,IN,Other,1,45,104940,293
qYd6A8jZCIU,IN,Other,2,16,81352,587
qYh2rgxbTME,IN,Gaming,2,5,1327172,17786
qZtonlwL5kQ,US,Other,1,10,29981,5193
q_B0fTQwmqs,GB,Other,3,7,62085,2409
q_GmLZD5RWE,GB,Other,1,36,90566,2023
q_kdO12nVis,GB,Gaming,1,30,354285,9274
q_kdO12nVis,US,Gaming,1,32,382441,9351
qaWfSCTwbDA,IN,Reaction,1,47,18219,1484
qb00PDb7eqM,GB,Movie/TV Trailer,2,5,905962,30804
qb00PDb7eqM,IE,Movie/TV Trailer,7,29,1186231,33963
qb00PDb7eqM,US,Movie/TV Trailer,2,5,910871,30871
qblIlzfitKY,IN,Gaming,3,9,2550273,218223
qblVj_HD6Kk,IN,Movie/TV Trailer,1,43,88601,5907
qbuSZDkhto8,US,Gaming,1,38,172288,2975
qcDVIDL7BMo,IN,Other,2,23,205487,6804
qcWLfmu8V0c,IN,Other,2,48,216689,846
qd-4YeR-gTI,US,Gaming,1,28,202912,8642
qdCGwbkqpoU,IN,Music,1,33,160283,538
qdHGDsSYiQE,GB,Movie/TV Trailer,1,29,162706,17730
qddI2vN5YkQ,US,Other,1,49,0,0
qeDkljwxD1I,US,Other,1,23,223791,21130
qfBHKrQE3vI,GB,Other,1,21,584334,42757
qfBHKrQE3vI,IE,Other,1,42,591737,42971
qfBHKrQE3vI,US,Other,1,17,618906,44102
qfNuJlD-3Bc,US,Other,1,3,0,0
qfclX9fSA2c,IN,Movie/TV Trailer,4,14,239388,8261
qfnUiAxUE9s,IN,Movie/TV Trailer,4,5,1758480,22086
qh-fXqRcUQ8,GB,Reaction,1,11,73587,2776
qhfOAm5Q-o8,GB,Movie/TV Trailer,1,34,119655,977
qhmWM3uXPAU,US,Other,1,13,64478,4093
qhoczFmqo6I,IN,Other,4,4,720379,31206
qiS6TWj4nV0,US,Movie/TV Trailer,1,43,109822,2419
qieS1ayJIwU,IN,Challenge/Stunt,2,9,730112,10156
qk0HtzvqWCo,US,Other,1,25,0,0
qk6nZI4bLgA,GB,Other,1,44,206504,4109
qkH90JFOHno,GB,Gaming,1,45,234278,8539
qkH90JFOHno,US,Gaming,1,35,250048,8829
qki8O42Ct1w,GB,Music,2,4,419755,26582
qki8O42Ct1w,US,Music,1,24,157747,12579
ql7NJC1vThg,IN,Gaming,1,24,150916,3591
qm-PtXQOL-E,GB,Music,2,19,224517,15230
qm-PtXQOL-E,US,Music,2,18,227140,15262
qmpT-mH1NLs,IN,Gaming,1,15,1869472,5185
qn2n_fvYZ6Q,GB,Music,1,25,174411,415
qnYZhOKYxmc,US,Other,1,30,0,0
qoOsiMKf2_Q,US,Other,1,19,154538,414
qob9pNUF8Tk,IN,Movie/TV Trailer,1,49,33041,2735
qom64jcGd08,IE,Gaming,4,14,1693806,4063
qoyWfmOwnzk,GB,Other,1,47,335224,11428
qpcz3-iDUP8,GB,Other,1,19,471552,71313
qpps4cX-YKI,GB,Gaming,1,24,162787,2778
qpqvJfmoQwk,GB,Other,1,42,24384,256
qqYPe6NUrcQ,IN,Other,1,41,660177,29047
qqsF4djTa6k,GB,Other,1,41,223271,5197
qresYv8AuzI,GB,Movie/TV Trailer,1,44,75535,5454
qriWSK376U0,GB,Movie/TV Trailer,1,32,80394,1258
qrijYo_b8AU,GB,Other,1,18,441207,25844
qrijYo_b8AU,IE,Other,1,42,443162,25951
qrijYo_b8AU,US,Other,1,24,461377,26626
qsKSfCCxrnk,US,Other,2,16,179814,10085
qsr167LomYg,IN,Gaming,2,18,1098315,20951
qtURkKZinls,US,Gaming,1,21,201597,16777
quwvnivimx8,GB,Movie/TV Trailer,1,44,44135,886
qv2XEkC3oTU,IN,Movie/TV Trailer,2,29,31658,2244
qv3Kq_a9h-c,IN,Gaming,1,41,699503,41644
qxsTh69MmcU,IN,Other,2,22,463894,2029
qyrrocK2JcA,US,Other,1,47,114680,7661
qzUeIVmX4-0,US,Music,1,19,159131,298
r-7HT1hbLWk,US,Other,1,44,0,0
r-lkiPk47O0,US,Other,1,34,282886,9278
r-ywkdqDCNw,IE,Gaming,1,24,796878,1307
r0QIuf8WsXw,GB,Other,1,45,432003,24998
r0QIuf8WsXw,US,Other,1,12,442254,25277
r0VaMY0oZBM,US,Movie/TV Trailer,2,14,219022,4186
r0w5GCfFsTU,US,Other,3,18,294545,16423
r1GaJcyLUw4,IN,Other,3,15,1218728,9061
r1TR3bbUdIk,IN,Music,1,45,34289,10967
r2LL_3Ng1oM,IN,Gaming,1,44,291573,6872
r2_9tKih1GM,IE,Other,1,47,183887,16300
r2u5Y5lrLB8,GB,Movie/TV Trailer,1,23,142177,13746
r2u5Y5lrLB8,US,Movie/TV Trailer,1,32,146615,13968
r3DkokUi3ek,US,Sports,1,45,0,0
r4auxPbAmP4,GB,Other,3,3,2803197,94998
r4auxPbAmP4,IE,Other,14,3,4265686,118002
r4auxPbAmP4,US,Other,1,23,1025971,50498
r4raE18fb3k,IN,Gaming,1,12,820992,2201
r5szlmd7wbw,IN,Other,1,45,95812,534
r70AWJ-zJS4,GB,Movie/TV Trailer,2,17,127921,7538
r70AWJ-zJS4,US,Movie/TV Trailer,2,11,130117,7592
r72HP2M_ki8,GB,Movie/TV Trailer,1,47,32654,287
r7tBA5pgwyE,GB,Other,1,18,553995,39653
r7tBA5pgwyE,US,Other,1,23,574588,40585
r8JlPxr5AwY,GB,Reaction,1,47,42775,1752
r8lVDl85qyE,GB,Music,2,13,2340402,48592
r8lVDl85qyE,IN,Music,5,1,4871521,71748
r9HVAbzHLVQ,GB,Sports,1,9,366524,4459
r9HVAbzHLVQ,IE,Sports,2,39,605290,6002
r9HVAbzHLVQ,US,Sports,1,18,377984,4520
r9SHWA9bF0w,US,Music,1,16,156016,9949
r9Yd-kVP1hA,IN,Other,1,25,489284,1725
rA6moFBEBI0,IN,Movie/TV Trailer,2,5,339991,7081
rAE2y9Y3EV8,GB,Other,1,28,596429,61268
rALHdHIhK1U,IN,Movie/TV Trailer,1,11,378948,13659
rAbGmzp1kUM,IN,Music,2,10,920890,53337
rAosVzF0e9o,US,Other,1,34,59528,2381
rBfOsFA3EKk,IN,Other,2,3,1710924,45588
rDD6z-12wdI,GB,Gaming,1,39,207407,3930
rDKIpWGSzVI,GB,Other,1,21,260538,4910
rEaN_XuLp2I,GB,Movie/TV Trailer,1,5,56023,12896
rEaN_XuLp2I,US,Movie/TV Trailer,1,2,69697,13906
rF06qNw40kA,GB,Other,1,3,98167,7381
rF7rOYp2j2U,GB,Reaction,1,37,132157,13336
rF7rOYp2j2U,US,Reaction,2,22,208024,17522
rFOdIv1jwhc,GB,Movie/TV Trailer,2,8,11468789,83620
rFOdIv1jwhc,IN,Movie/TV Trailer,6,2,15270992,109304
rFW1aK3eZdw,IN,Movie/TV Trailer,2,43,55528,0
rGHdj237mXs,GB,Movie/TV Trailer,1,44,64621,2346
rGHdj237mXs,US,Movie/TV Trailer,1,49,65711,2368
rHo-7CuHWxU,GB,Sports,1,20,244204,6953
rHo-7CuHWxU,US,Sports,1,26,257362,7160
rIBhV-B4Ihk,IN,Movie/TV Trailer,3,8,137688,8584
rID2DunIvA0,IE,Challenge/Stunt,4,24,1108465,9126
rIEQhjruQ_Y,IN,Gaming,2,41,388716,1958
rIFdakLVMJQ,GB,Movie/TV Trailer,2,8,337266,7916
rIFdakLVMJQ,IE,Movie/TV Trailer,4,47,411636,8837
rIFdakLVMJQ,US,Movie/TV Trailer,2,10,339106,7928
rJSmz-zhDxE,GB,Movie/TV Trailer,2,5,4565583,18940
rJSmz-zhDxE,IE,Movie/TV Trailer,11,23,6887859,29807
rJSmz-zhDxE,US,Movie/TV Trailer,1,2,2095666,13308
rJrqHyojaa4,GB,Movie/TV Trailer,3,2,904457,54785
rJrqHyojaa4,IE,Movie/TV Trailer,5,19,1044238,57857
rJrqHyojaa4,US,Movie/TV Trailer,3,2,908838,54868
rMcyZwUsn34,GB,Movie/TV Trailer,1,43,128367,2572
rMcyZwUsn34,US,Movie/TV Trailer,1,34,137678,2655
rN9viJlnir4,GB,Movie/TV Trailer,2,5,1277684,99705
rN9viJlnir4,IE,Movie/TV Trailer,2,38,1280242,99763
rN9viJlnir4,US,Movie/TV Trailer,3,2,1478187,109139
rNDwpO1toCQ,GB,Music,1,16,187758,21268
rNDwpO1toCQ,US,Music,1,13,191230,21424
rNEaRGDsmGg,US,Other,1,45,49335,566
rNRqTn5zkjw,IN,Gaming,1,48,612427,11209
rOOvRI7ZwwU,US,Other,1,26,557146,22571
rOP5J3WZ9aw,US,Other,1,27,361847,9618
rPZw29Zh6Oo,IN,Movie/TV Trailer,3,8,8612839,77025
rQ4teuASwqE,IN,Gaming,1,47,358514,23679
rQFllQutBkw,IN,Movie/TV Trailer,2,40,154786,3624
rQVIx8om-_0,IN,Other,2,9,1204953,55016
rQmLoiXRU9k,GB,Music,1,21,91519,377
rQmLoiXRU9k,US,Music,2,6,92383,381
rR5aqirX9Js,GB,Other,1,40,262974,8553
rR5aqirX9Js,US,Other,1,35,275702,8757
rRQ8oKCoYrQ,GB,Movie/TV Trailer,1,14,7094815,50280
rRQ8oKCoYrQ,IN,Movie/TV Trailer,5,5,12150783,92924
rRfzYsvNKgc,GB,Other,1,48,154355,15542
rRkAjxAagTg,GB,Challenge/Stunt,1,45,593023,18263
rSkzBLfji_o,US,Movie/TV Trailer,2,16,140694,2091
rTCPTRuloa8,IN,Other,1,45,86497,4343
rThs80jODmo,GB,Music,1,28,1775153,14292
rThs80jODmo,IN,Music,1,39,1778969,14322
rTornXh-228,US,Other,1,46,0,0
rUCHjY5pLx0,IN,Sports,2,15,358737,3756
rUN-t_tfPws,GB,Gaming,1,38,1047570,7311
rUR0LESyCbo,GB,Other,1,49,132803,1641
rUm8C5R7QKE,IN,Movie/TV Trailer,1,23,60265,1095
rVD-zV6ctoM,GB,Music,1,1,656203,33796
rVD-zV6ctoM,US,Music,2,4,1535019,55012
rVDpzupn3mc,IN,Gaming,2,9,1212451,66176
rVlX14WV3uA,IN,Sports,2,29,241863,501
rW9gqjRafas,IN,Gaming,1,38,355929,9111
rWi8H-18ACA,GB,Other,1,11,229479,6174
rXW-tsUThO8,GB,Music,1,22,5705,525
rYjTYtz0PLE,GB,Other,1,43,23630,2063
rZdIfi7LShk,GB,Other,1,27,198181,10428
rZdIfi7LShk,US,Other,1,6,225391,11009
rZpNdry9N7c,GB,Other,1,19,89386,4378
r_DsF5a7cqo,GB,Other,1,47,157414,6159
r_FOF0UTAlM,GB,Music,1,37,205288,2866
r_gZrgUqHsk,US,Gaming,1,18,279261,15483
racfhiO2XWc,GB,Music,1,25,11504,769
ranFLVt6LTc,IN,Movie/TV Trailer,1,35,143083,3444
rbBAhgj24NM,US,Other,1,24,447216,22660
rbCzinBjQ-k,IN,Other,3,10,1757383,9177
rbS5lAMCLbk,GB,Gaming,1,46,368278,231
rc0o0ooaxDc,GB,Other,1,49,379365,18445
rc0o0ooaxDc,US,Other,1,49,388031,18673
rcp-j0StBR0,GB,Movie/TV Trailer,2,8,233256,7818
rd5cZGwHk08,GB,Movie/TV Trailer,2,14,127375,409
rdtZQ0RBOk0,IE,Other,2,32,8840,0
re9K6NIWEco,GB,Other,1,6,197312,10248
rf9mD2pa_4M,IN,Gaming,1,32,317819,3166
rfza9kCybEs,GB,Other,1,4,1493957,53075
rfza9kCybEs,IE,Other,1,25,1508337,53245
rfza9kCybEs,IN,Other,1,4,1519079,53266
rgqGzLXTMcU,GB,Gaming,1,14,1233160,42288
rgqGzLXTMcU,US,Gaming,1,20,1264168,42861
rhQ2Mw2PcxQ,IN,Movie/TV Trailer,1,44,107607,7486
rhXgGIrLefU,IN,Other,1,31,297820,2434
rhpKtgc0k0E,IN,Movie/TV Trailer,2,26,118644,6539
rifWI6ImZys,IN,Other,1,39,128994,636
rlYYMxco2Xw,IN,Sports,1,44,146230,237
rmYlAgjPv74,IN,Gaming,1,17,496199,6415
rmx7CYtSr1c,GB,Movie/TV Trailer,2,13,192001,1729
rmx7CYtSr1c,US,Movie/TV Trailer,2,20,196133,1756
rn31TpwpEE4,GB,Music,1,31,172141,2084
rnLplCc4IhY,GB,Other,1,30,235235,14563
rnjGx5jZ0X0,GB,Other,1,15,479804,3830
rnjGx5jZ0X0,IE,Other,3,39,487700,3886
rnjGx5jZ0X0,US,Other,1,34,480367,3832
roeqduFcn68,IN,Other,2,12,566820,4765
rp8uWQqv7ZY,IN,Music,3,10,759124,4346
rr31PEHNPuo,GB,Other,1,45,235722,12165
rr31PEHNPuo,US,Other,1,21,251362,12602
rr3aJSpOS2o,US,Reaction,1,29,123636,4890
rs2GJSPKilg,IN,Gaming,2,13,275798,861
rs4MwK6iGKU,GB,Other,1,47,449256,31767
rs4MwK6iGKU,IE,Other,2,33,1274478,61838
rs4MwK6iGKU,US,Other,1,17,499537,32806
rs6ML6pg4xA,GB,Gaming,1,27,351822,2789
rsk5I9rDVFY,US,Sports,3,1,594574,45185
ruKKAgN-lAU,GB,Other,1,24,141478,8007
rveGfI6PjUQ,GB,Movie/TV Trailer,1,17,33856,818
rvhz6wNo8vw,US,Other,1,3,0,0
rw6uJU6JxE0,US,Other,1,3,2850282,51308
rw7PqrBzn90,IN,Other,3,1,1214773,23040
rwFrwguzR50,US,Other,1,41,103470,6727
rwI4wCkg91U,US,Other,1,47,0,0
rwa_R6MnLLY,GB,Gaming,1,43,1544855,40512
rwa_R6MnLLY,IE,Gaming,4,21,3124972,67613
rxZFvD28Ub0,GB,Sports,2,39,1089214,7348
rxyNUVQQOz8,US,Music,4,22,58195,2955
ryB_HNqTEco,US,Other,1,10,114039,21767
ryOIwJYA5Kc,IN,Other,2,19,371343,9821
rydp5C5QsPQ,US,Movie/TV Trailer,1,49,75090,2008
rz6JvjDwZo4,IN,Other,1,24,588333,53718
s-3BlDFbmrQ,GB,Other,1,34,46033,6451
s-SElNC5ECc,US,Other,1,42,0,0
s0AARGag3YU,IN,Movie/TV Trailer,4,2,1046757,21622
s0MBvJov74I,IN,Movie/TV Trailer,2,11,306247,3120
s0SLT1_1opY,GB,Movie/TV Trailer,1,11,19841,553
s12PGqJte4I,GB,Other,1,34,345166,7047
s1ANpMtNKks,IN,Gaming,1,39,1217320,2473
s1H7_GhkdWI,IN,Music,3,7,1116426,40604
s1OV3oE5dsM,IN,Movie/TV Trailer,1,31,12976,209
s1d-912Ox6w,GB,Reaction,2,23,108352,3815
s1d-912Ox6w,US,Reaction,2,14,108905,3824
s1n_B-IJ2W8,GB,Other,1,9,17284,1377
s1rQmw1Ltmw,GB,Other,1,21,188065,4889
s1rQmw1Ltmw,IE,Other,4,23,381676,7191
s246XIkScRg,GB,Sports,1,12,509919,5886
s246XIkScRg,US,Sports,1,17,513681,5917
s287UgGYugM,GB,Music,1,7,123550,6443
s2IF-o2_YzY,IN,Other,3,12,1116864,34612
s2a1G_ATh4Y,GB,Movie/TV Trailer,1,47,35722,2000
s3ASUV9awbI,GB,Movie/TV Trailer,1,35,41261,2509
s3_5y904z_c,US,Other,1,11,226061,14777
s3giv3r7DKE,IN,Other,2,25,1025252,5761
s46HUUTBbyo,IN,Other,3,10,1163995,5357
s4EzzSRIDPg,IN,Other,1,33,59420,270
s4jlsvUWFO8,US,Other,2,33,54010,968
s4nIxLvW1Zo,IN,Other,3,1,4067982,182602
s4zBA1kRQb8,IN,Gaming,1,46,948858,4323
s55s9cx07T8,GB,Movie/TV Trailer,1,29,285241,14534
s5VG3K05pn8,US,Other,1,24,99450,13013
s5oYEZJ0CAM,US,Other,1,32,0,0
s6AsIlNWVVs,IN,Movie/TV Trailer,1,38,90020,1098
s6DFwZuZDCM,US,Gaming,1,37,0,0
s6n_7-d--VE,GB,Other,1,18,1007252,65422
s6n_7-d--VE,IE,Other,1,41,1011057,65622
s6n_7-d--VE,US,Other,1,23,1043689,66819
s7FXmJXr-Jc,US,Other,1,22,297407,15104
s8Bpqsh3t5o,GB,Music,1,40,233214,746
s8O4ibiUD6o,IN,Other,1,48,517510,34801
s8cP1Vt5US8,GB,Movie/TV Trailer,2,2,4166566,323375
s8cP1Vt5US8,IE,Movie/TV Trailer,16,11,6871563,410696
s8cP1Vt5US8,IN,Movie/TV Trailer,1,50,2951037,268517
s8cP1Vt5US8,US,Movie/TV Trailer,3,2,5019575,354975
s9MUhorOZaE,US,Other,1,27,0,0
s9h9L1kUiDs,GB,Sports,1,9,321718,11690
s9h9L1kUiDs,US,Sports,1,25,333175,11915
s9mt9HFU9bY,US,Other,1,39,627478,41723
sAS6YerPP-8,GB,Other,1,43,476069,52864
sAS6YerPP-8,US,Other,3,7,1269158,84075
sCGBG3Qbs6E,IN,Other,2,18,1585354,54760
sCRie0bKvtE,GB,Movie/TV Trailer,1,17,146712,5939
sCRie0bKvtE,US,Movie/TV Trailer,1,14,149430,5993
sCaP7nh7yWk,GB,Gaming,1,9,492774,10122
sCaP7nh7yWk,US,Gaming,1,19,512053,10363
sDrigUXaWR4,GB,Other,1,3,573738,56052
sDrigUXaWR4,IE,Other,2,30,852803,71796
sDrigUXaWR4,US,Other,1,17,587094,56734
sEAr-gxEE4s,GB,Other,3,1,138449,5697
sEyIbbxmbW8,US,Other,1,29,377034,19134
sF2dj7ycZvA,GB,Movie/TV Trailer,2,8,38123987,472360
sF2dj7ycZvA,IE,Movie/TV Trailer,16,2,41763035,505024
sF2dj7ycZvA,IN,Movie/TV Trailer,8,2,40666786,496334
sF2dj7ycZvA,US,Movie/TV Trailer,2,5,38166946,473035
sF5HFoT0bhw,IN,Movie/TV Trailer,2,32,72951,4654
sFL6I7G2Uv4,IN,Other,2,19,467216,947
sFP2Lnp4xB4,IN,Movie/TV Trailer,3,14,314598,15337
sGrw9n4-u7w,IN,Other,1,35,672315,48234
sHJseJwlkNM,US,Movie/TV Trailer,1,34,28692,1085
sHmnnNxu6Ww,GB,Music,1,19,232309,31884
sHmnnNxu6Ww,US,Music,1,13,241871,32542
sI2Nefd20fI,US,Other,1,36,245463,4828
sI6Hr79VQAA,IN,Gaming,1,33,720886,49309
sIYpKTr5b68,GB,Other,1,40,360422,6829
sIhg8O3NS8Q,GB,Music,2,15,118072,369
sIl-TZzs90o,GB,Music,1,13,83215,367
sIxazU_nUDc,GB,Other,1,26,499143,35692
sIxazU_nUDc,US,Other,2,9,970457,55429
sK5nM3v0wsQ,GB,Other,1,36,213216,21261
sKwySOOuvw4,IN,Gaming,1,44,284923,4354
sL5MV12Uaf4,GB,Gaming,1,15,313107,7962
sL5MV12Uaf4,US,Gaming,1,31,334772,8201
sL7Hm5_PzVI,GB,Gaming,1,49,102402,5416
sL7V1INn6io,GB,Movie/TV Trailer,1,31,462270,7750
sL7V1INn6io,IN,Movie/TV Trailer,3,34,858249,11240
sLT6GHPKf24,IN,Movie/TV Trailer,1,23,318893,9977
sLZtRgk3fVU,IN,Other,3,3,2375646,67405
sLueqNhgB3E,GB,Music,1,37,576978,6881
sLueqNhgB3E,IN,Music,2,40,973138,10521
sMw9WVVzM60,IN,Movie/TV Trailer,5,5,602532,8679
sMzswxhSpgw,GB,Movie/TV Trailer,1,19,129192,8674
sMzswxhSpgw,US,Movie/TV Trailer,1,13,131520,8754
sNXthsI99IE,IN,Other,2,3,1695611,42740
sNgLcatCxGQ,US,Sports,1,19,0,0
sNwzFhGwA94,GB,Movie/TV Trailer,3,5,5503649,96906
sNwzFhGwA94,IE,Movie/TV Trailer,15,8,6440709,113989
sNwzFhGwA94,US,Movie/TV Trailer,2,2,5218814,90030
sOuXq86Gzdc,IN,Other,1,12,1143231,119391
sQeBtWz3-FI,IN,Other,1,28,35447,234
sQj9MLVbpog,GB,Movie/TV Trailer,2,7,227771,10903
sQj9MLVbpog,IE,Movie/TV Trailer,5,31,295973,13130
sQj9MLVbpog,US,Movie/TV Trailer,2,13,229424,10982
sRe3hoczssU,IN,Music,2,40,416979,802
sSMlsMj677E,US,Other,1,39,127868,16456
